CustomerID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,RFM_Segment,Segment,Cluster,Cluster_Label
15043,31,1,537.0,4,1,3,8,413,Yeni Müşteriler,0,Altın Müşteri
15044,19,17,7419.64,4,5,5,14,455,Şampiyonlar,1,Platin Müşteri
15045,151,2,735.66,2,3,3,8,233,Risk Altındakiler,0,Altın Müşteri
15046,9,15,4930.14,5,5,5,15,555,Şampiyonlar,1,Platin Müşteri
15047,269,1,343.62,1,1,2,4,112,Kayıp Müşteriler,2,Gümüş Müşteri
15048,65,4,381.0,3,4,2,9,342,Potansiyel Sadıklar,0,Altın Müşteri
15049,273,1,121.17,1,1,1,3,111,Kayıp Müşteriler,2,Gümüş Müşteri
15050,25,3,1644.8,4,3,4,11,434,Sadık Müşteriler,0,Altın Müşteri
15051,23,3,1343.86,4,3,4,11,434,Sadık Müşteriler,0,Altın Müşteri
15052,319,1,154.88,1,1,1,3,111,Kayıp Müşteriler,2,Gümüş Müşteri
15053,4,3,684.23,5,3,3,11,533,Sadık Müşteriler,0,Altın Müşteri
15054,12,2,300.68,5,3,2,10,532,Potansiyel Sadıklar,0,Altın Müşteri
15057,275,2,1489.5,1,3,4,8,134,Risk Altındakiler,2,Gümüş Müşteri
15058,25,11,2052.02,4,5,5,14,455,Şampiyonlar,1,Platin Müşteri
15059,40,9,1310.88,3,5,4,12,354,Sadık Müşteriler,1,Platin Müşteri
15060,8,4,288.5,5,4,2,11,542,Potansiyel Sadıklar,0,Altın Müşteri
15061,3,48,47937.78,5,5,5,15,555,Şampiyonlar,1,Platin Müşteri
15062,71,4,987.86,3,4,4,11,344,Sadık Müşteriler,0,Altın Müşteri
15063,213,1,355.6,1,1,2,4,112,Kayıp Müşteriler,2,Gümüş Müşteri
15065,37,4,2902.53,3,4,5,12,345,Sadık Müşteriler,1,Platin Müşteri
15066,53,1,893.59,3,1,3,7,313,Pasif Müşteriler,0,Altın Müşteri
15067,78,3,1734.86,2,3,4,9,234,Risk Altındakiler,0,Altın Müşteri
15068,46,2,553.36,3,3,3,9,333,Sadık Müşteriler,0,Altın Müşteri
15069,179,1,1107.58,2,1,4,7,214,Pasif Müşteriler,2,Gümüş Müşteri
15070,372,1,106.2,1,1,1,3,111,Kayıp Müşteriler,2,Gümüş Müşteri
15071,93,2,982.07,2,3,4,9,234,Risk Altındakiler,0,Altın Müşteri
15073,9,3,1043.41,5,3,4,12,534,Sadık Müşteriler,0,Altın Müşteri
15074,105,1,735.67,2,1,3,6,213,Pasif Müşteriler,0,Altın Müşteri
15075,77,1,773.03,2,1,3,6,213,Pasif Müşteriler,0,Altın Müşteri
15076,172,1,859.9,2,1,3,6,213,Pasif Müşteriler,2,Gümüş Müşteri
15078,7,32,9743.11,5,5,5,15,555,Şampiyonlar,1,Platin Müşteri
15079,212,4,818.76,1,4,3,8,143,Risk Altındakiler,2,Gümüş Müşteri
15081,22,5,503.15,4,4,3,11,443,Sadık Müşteriler,0,Altın Müşteri
15083,256,1,88.2,1,1,1,3,111,Kayıp Müşteriler,2,Gümüş Müşteri
15087,281,1,271.66,1,1,2,4,112,Kayıp Müşteriler,2,Gümüş Müşteri
15088,21,2,1090.07,4,3,4,11,434,Sadık Müşteriler,0,Altın Müşteri
15089,10,6,2418.89,5,5,5,15,555,Şampiyonlar,1,Platin Müşteri
15090,308,1,381.32,1,1,2,4,112,Kayıp Müşteriler,2,Gümüş Müşteri
15091,67,1,480.71,3,1,3,7,313,Pasif Müşteriler,0,Altın Müşteri
15092,215,2,457.81,1,3,2,6,132,Pasif Müşteriler,2,Gümüş Müşteri
15093,18,6,4423.5,4,5,5,14,455,Şampiyonlar,1,Platin Müşteri
15095,103,4,1370.6,2,4,4,10,244,Risk Altındakiler,1,Platin Müşteri
15096,42,1,219.39,3,1,1,5,311,Pasif Müşteriler,0,Altın Müşteri
15097,4,1,248.08,5,1,2,8,512,Yeni Müşteriler,0,Altın Müşteri
15098,182,3,1212.0,1,3,4,8,134,Risk Altındakiler,0,Altın Müşteri
15099,84,1,410.48,2,1,2,5,212,Pasif Müşteriler,0,Altın Müşteri
15100,333,3,876.0,1,3,3,7,133,Risk Altındakiler,2,Gümüş Müşteri
15101,8,2,317.53,5,3,2,10,532,Potansiyel Sadıklar,0,Altın Müşteri
15103,31,2,623.36,4,3,3,10,433,Sadık Müşteriler,0,Altın Müşteri
15104,196,2,972.99,1,3,4,8,134,Risk Altındakiler,2,Gümüş Müşteri
15105,18,7,2298.93,4,5,5,14,455,Şampiyonlar,1,Platin Müşteri
15106,17,5,1420.57,4,4,4,12,444,Şampiyonlar,1,Platin Müşteri
15107,311,6,319.5,1,5,2,8,152,Pasif Müşteriler,2,Gümüş Müşteri
15108,141,4,1294.25,2,4,4,10,244,Risk Altındakiler,0,Altın Müşteri
15109,245,1,481.05,1,1,3,5,113,Pasif Müşteriler,2,Gümüş Müşteri
15110,23,4,846.4,4,4,3,11,443,Sadık Müşteriler,0,Altın Müşteri
15111,29,3,1567.48,4,3,4,11,434,Sadık Müşteriler,0,Altın Müşteri
15113,9,3,3414.81,5,3,5,13,535,Sadık Müşteriler,1,Platin Müşteri
15114,30,10,2760.56,4,5,5,14,455,Şampiyonlar,1,Platin Müşteri
15115,18,1,336.81,4,1,2,7,412,Yeni Müşteriler,0,Altın Müşteri
15116,17,4,1352.75,4,4,4,12,444,Şampiyonlar,1,Platin Müşteri
15117,14,5,1274.93,4,4,4,12,444,Şampiyonlar,1,Platin Müşteri
15118,134,1,20.4,2,1,1,4,211,Pasif Müşteriler,2,Gümüş Müşteri
15119,245,1,237.55,1,1,2,4,112,Kayıp Müşteriler,2,Gümüş Müşteri
15120,133,1,332.92,2,1,2,5,212,Pasif Müşteriler,0,Altın Müşteri
15121,50,2,446.07,3,3,2,8,332,Potansiyel Sadıklar,0,Altın Müşteri
15122,114,3,1633.78,2,3,4,9,234,Risk Altındakiler,0,Altın Müşteri
15123,7,2,2199.31,5,3,5,13,535,Sadık Müşteriler,0,Altın Müşteri
15124,22,2,184.19,4,3,1,8,431,Pasif Müşteriler,0,Altın Müşteri
15125,25,15,11292.04,4,5,5,14,455,Şampiyonlar,1,Platin Müşteri
15127,65,1,406.53,3,1,2,6,312,Pasif Müşteriler,0,Altın Müşteri
15128,60,4,1471.0,3,4,4,11,344,Sadık Müşteriler,1,Platin Müşteri
15129,50,11,3428.17,3,5,5,13,355,Sadık Müşteriler,1,Platin Müşteri
15130,169,1,330.11,2,1,2,5,212,Pasif Müşteriler,2,Gümüş Müşteri
15132,18,5,977.93,4,4,4,12,444,Şampiyonlar,1,Platin Müşteri
15133,127,3,982.42,2,3,4,9,234,Risk Altındakiler,0,Altın Müşteri
15134,14,8,1387.99,4,5,4,13,454,Şampiyonlar,1,Platin Müşteri
15135,239,1,139.05,1,1,1,3,111,Kayıp Müşteriler,2,Gümüş Müşteri
15136,2,4,1286.7,5,4,4,13,544,Şampiyonlar,1,Platin Müşteri
15139,239,2,178.96,1,3,1,5,131,Pasif Müşteriler,2,Gümüş Müşteri
15140,52,7,2341.05,3,5,5,13,355,Sadık Müşteriler,1,Platin Müşteri
15142,46,1,498.74,3,1,3,7,313,Pasif Müşteriler,0,Altın Müşteri
15143,225,1,259.45,1,1,2,4,112,Kayıp Müşteriler,2,Gümüş Müşteri
15144,8,17,6580.44,5,5,5,15,555,Şampiyonlar,1,Platin Müşteri
15145,4,4,1193.78,5,4,4,13,544,Şampiyonlar,1,Platin Müşteri
15146,164,2,1327.16,2,3,4,9,234,Risk Altındakiler,0,Altın Müşteri
15147,240,1,623.5,1,1,3,5,113,Pasif Müşteriler,2,Gümüş Müşteri
15148,10,1,301.29,5,1,2,8,512,Yeni Müşteriler,0,Altın Müşteri
15149,133,1,520.8,2,1,3,6,213,Pasif Müşteriler,0,Altın Müşteri
15150,17,10,5272.48,4,5,5,14,455,Şampiyonlar,1,Platin Müşteri
15152,9,13,4745.69,5,5,5,15,555,Şampiyonlar,1,Platin Müşteri
15153,31,1,327.3,4,1,2,7,412,Yeni Müşteriler,0,Altın Müşteri
15154,75,1,240.18,2,1,2,5,212,Pasif Müşteriler,0,Altın Müşteri
15156,1,3,961.49,5,3,4,12,534,Sadık Müşteriler,0,Altın Müşteri
15157,3,3,1866.07,5,3,4,12,534,Sadık Müşteriler,1,Platin Müşteri
15158,45,1,401.4,3,1,2,6,312,Pasif Müşteriler,0,Altın Müşteri
15159,1,30,18191.11,5,5,5,15,555,Şampiyonlar,1,Platin Müşteri
15160,357,1,158.16,1,1,1,3,111,Kayıp Müşteriler,2,Gümüş Müşteri
15163,18,2,304.47,4,3,2,9,432,Potansiyel Sadıklar,0,Altın Müşteri
15164,68,3,814.52,3,3,3,9,333,Sadık Müşteriler,0,Altın Müşteri
15165,373,1,483.8,1,1,3,5,113,Pasif Müşteriler,2,Gümüş Müşteri
15167,320,1,158.8,1,1,1,3,111,Kayıp Müşteriler,2,Gümüş Müşteri
15168,25,1,106.56,4,1,1,6,411,Yeni Müşteriler,0,Altın Müşteri
15171,331,1,1289.5,1,1,4,6,114,Pasif Müşteriler,2,Gümüş Müşteri
15172,8,5,1624.05,5,4,4,13,544,Şampiyonlar,1,Platin Müşteri
15174,322,1,135.75,1,1,1,3,111,Kayıp Müşteriler,2,Gümüş Müşteri
15175,71,1,224.14,3,1,1,5,311,Pasif Müşteriler,0,Altın Müşteri
15178,260,1,40.5,1,1,1,3,111,Kayıp Müşteriler,2,Gümüş Müşteri
15179,18,5,2154.39,4,4,5,13,445,Şampiyonlar,1,Platin Müşteri
15180,367,1,87.5,1,1,1,3,111,Kayıp Müşteriler,2,Gümüş Müşteri
15181,66,3,689.48,3,3,3,9,333,Sadık Müşteriler,0,Altın Müşteri
15182,154,2,622.85,2,3,3,8,233,Risk Altındakiler,0,Altın Müşteri
15184,29,2,402.2,4,3,2,9,432,Potansiyel Sadıklar,0,Altın Müşteri
15185,70,1,260.72,3,1,2,6,312,Pasif Müşteriler,0,Altın Müşteri
15186,14,2,411.41,4,3,2,9,432,Potansiyel Sadıklar,0,Altın Müşteri
15187,1,16,4755.58,5,5,5,15,555,Şampiyonlar,1,Platin Müşteri
15189,1,41,15949.95,5,5,5,15,555,Şampiyonlar,1,Platin Müşteri
15192,119,3,1044.32,2,3,4,9,234,Risk Altındakiler,0,Altın Müşteri
15193,60,1,499.32,3,1,3,7,313,Pasif Müşteriler,0,Altın Müşteri
15194,3,15,7530.28,5,5,5,15,555,Şampiyonlar,1,Platin Müşteri
15195,2,1,330.0,5,1,2,8,512,Yeni Müşteriler,0,Altın Müşteri
15197,10,3,840.21,5,3,3,11,533,Sadık Müşteriler,0,Altın Müşteri
15198,92,2,193.64,2,3,1,6,231,Pasif Müşteriler,0,Altın Müşteri
15199,59,4,1268.7,3,4,4,11,344,Sadık Müşteriler,1,Platin Müşteri
15201,87,5,1236.54,2,4,4,10,244,Risk Altındakiler,1,Platin Müşteri
15203,25,6,1827.8,4,5,4,13,454,Şampiyonlar,1,Platin Müşteri
15204,357,1,316.58,1,1,2,4,112,Kayıp Müşteriler,2,Gümüş Müşteri
15205,85,2,649.34,2,3,3,8,233,Risk Altındakiler,0,Altın Müşteri
15206,10,4,420.3,5,4,2,11,542,Potansiyel Sadıklar,0,Altın Müşteri
15208,1,5,870.12,5,4,3,12,543,Sadık Müşteriler,1,Platin Müşteri
15210,225,1,275.28,1,1,2,4,112,Kayıp Müşteriler,2,Gümüş Müşteri
15211,60,2,894.41,3,3,4,10,334,Sadık Müşteriler,0,Altın Müşteri
15212,241,1,101.8,1,1,1,3,111,Kayıp Müşteriler,2,Gümüş Müşteri
15213,318,2,328.35,1,3,2,6,132,Pasif Müşteriler,2,Gümüş Müşteri
15214,1,8,1661.44,5,5,4,14,554,Şampiyonlar,1,Platin Müşteri
15215,46,3,724.94,3,3,3,9,333,Sadık Müşteriler,0,Altın Müşteri
15216,87,1,96.6,2,1,1,4,211,Pasif Müşteriler,0,Altın Müşteri
15218,10,11,5392.13,5,5,5,15,555,Şampiyonlar,1,Platin Müşteri
15219,176,1,305.75,2,1,2,5,212,Pasif Müşteriler,2,Gümüş Müşteri
15220,51,6,1778.96,3,5,4,12,354,Sadık Müşteriler,1,Platin Müşteri
15221,366,1,369.6,1,1,2,4,112,Kayıp Müşteriler,2,Gümüş Müşteri
15222,318,1,585.0,1,1,3,5,113,Pasif Müşteriler,2,Gümüş Müşteri
15223,225,2,755.75,1,3,3,7,133,Risk Altındakiler,2,Gümüş Müşteri
15224,358,2,322.08,1,3,2,6,132,Pasif Müşteriler,2,Gümüş Müşteri
15225,234,1,409.4,1,1,2,4,112,Kayıp Müşteriler,2,Gümüş Müşteri
15226,310,1,154.41,1,1,1,3,111,Kayıp Müşteriler,2,Gümüş Müşteri
15227,36,5,1203.8,3,4,4,11,344,Sadık Müşteriler,1,Platin Müşteri
15228,66,4,3378.91,3,4,5,12,345,Sadık Müşteriler,1,Platin Müşteri
15230,239,2,429.6,1,3,2,6,132,Pasif Müşteriler,2,Gümüş Müşteri
15232,113,2,612.06,2,3,3,8,233,Risk Altındakiler,0,Altın Müşteri
15234,276,1,197.0,1,1,1,3,111,Kayıp Müşteriler,2,Gümüş Müşteri
15235,217,12,2243.61,1,5,5,11,155,Risk Altındakiler,1,Platin Müşteri
15236,298,1,321.05,1,1,2,4,112,Kayıp Müşteriler,2,Gümüş Müşteri
15237,1,4,1410.37,5,4,4,13,544,Şampiyonlar,1,Platin Müşteri
15238,29,3,961.99,4,3,4,11,434,Sadık Müşteriler,0,Altın Müşteri
15239,10,2,780.59,5,3,3,11,533,Sadık Müşteriler,0,Altın Müşteri
15240,44,5,1706.57,3,4,4,11,344,Sadık Müşteriler,1,Platin Müşteri
15241,66,8,1756.44,3,5,4,12,354,Sadık Müşteriler,1,Platin Müşteri
15243,74,1,316.68,2,1,2,5,212,Pasif Müşteriler,0,Altın Müşteri
15244,65,2,631.57,3,3,3,9,333,Sadık Müşteriler,0,Altın Müşteri
15245,134,3,2515.84,2,3,5,10,235,Risk Altındakiler,1,Platin Müşteri
15246,238,2,514.15,1,3,3,7,133,Risk Altındakiler,2,Gümüş Müşteri
15247,122,1,356.0,2,1,2,5,212,Pasif Müşteriler,0,Altın Müşteri
15249,31,13,6678.51,4,5,5,14,455,Şampiyonlar,1,Platin Müşteri
15251,9,11,10157.79,5,5,5,15,555,Şampiyonlar,1,Platin Müşteri
15252,36,2,740.78,3,3,3,9,333,Sadık Müşteriler,0,Altın Müşteri
15253,16,5,918.2,4,4,4,12,444,Şampiyonlar,1,Platin Müşteri
15254,127,1,300.36,2,1,2,5,212,Pasif Müşteriler,0,Altın Müşteri
15255,66,1,890.85,3,1,3,7,313,Pasif Müşteriler,0,Altın Müşteri
15256,148,1,98.45,2,1,1,4,211,Pasif Müşteriler,2,Gümüş Müşteri
15257,283,1,163.25,1,1,1,3,111,Kayıp Müşteriler,2,Gümüş Müşteri
15258,168,2,621.26,2,3,3,8,233,Risk Altındakiler,0,Altın Müşteri
15260,100,7,1809.82,2,5,4,11,254,Risk Altındakiler,1,Platin Müşteri
15261,135,1,254.82,2,1,2,5,212,Pasif Müşteriler,0,Altın Müşteri
15262,323,1,178.95,1,1,1,3,111,Kayıp Müşteriler,2,Gümüş Müşteri
15263,106,1,156.51,2,1,1,4,211,Pasif Müşteriler,0,Altın Müşteri
15264,64,1,393.74,3,1,2,6,312,Pasif Müşteriler,0,Altın Müşteri
15265,151,2,1504.17,2,3,4,9,234,Risk Altındakiler,0,Altın Müşteri
15266,338,1,119.3,1,1,1,3,111,Kayıp Müşteriler,2,Gümüş Müşteri
15267,22,5,1692.4,4,4,4,12,444,Şampiyonlar,1,Platin Müşteri
15269,23,1,148.8,4,1,1,6,411,Yeni Müşteriler,0,Altın Müşteri
15270,15,7,1874.69,4,5,4,13,454,Şampiyonlar,1,Platin Müşteri
15271,7,15,2394.51,5,5,5,15,555,Şampiyonlar,1,Platin Müşteri
15272,57,2,721.94,3,3,3,9,333,Sadık Müşteriler,0,Altın Müşteri
15274,4,2,716.57,5,3,3,11,533,Sadık Müşteriler,0,Altın Müşteri
15275,37,1,615.14,3,1,3,7,313,Pasif Müşteriler,0,Altın Müşteri
15276,66,1,128.63,3,1,1,5,311,Pasif Müşteriler,0,Altın Müşteri
15277,46,1,255.9,3,1,2,6,312,Pasif Müşteriler,0,Altın Müşteri
15279,354,1,285.56,1,1,2,4,112,Kayıp Müşteriler,2,Gümüş Müşteri
15280,172,1,113.12,2,1,1,4,211,Pasif Müşteriler,2,Gümüş Müşteri
15281,58,9,2332.15,3,5,5,13,355,Sadık Müşteriler,1,Platin Müşteri
15286,49,1,240.55,3,1,2,6,312,Pasif Müşteriler,0,Altın Müşteri
15287,22,2,457.89,4,3,2,9,432,Potansiyel Sadıklar,0,Altın Müşteri
15288,43,5,2306.52,3,4,5,12,345,Sadık Müşteriler,1,Platin Müşteri
15289,29,3,939.78,4,3,4,11,434,Sadık Müşteriler,0,Altın Müşteri
15290,4,18,7918.26,5,5,5,15,555,Şampiyonlar,1,Platin Müşteri
15291,25,15,4572.3,4,5,5,14,455,Şampiyonlar,1,Platin Müşteri
15292,201,1,177.44,1,1,1,3,111,Kayıp Müşteriler,2,Gümüş Müşteri
15296,50,6,3672.86,3,5,5,13,355,Sadık Müşteriler,1,Platin Müşteri
15297,10,3,641.94,5,3,3,11,533,Sadık Müşteriler,0,Altın Müşteri
15298,2,12,4139.9,5,5,5,15,555,Şampiyonlar,1,Platin Müşteri
15299,67,7,1978.05,3,5,5,13,355,Sadık Müşteriler,1,Platin Müşteri
15300,64,1,496.44,3,1,3,7,313,Pasif Müşteriler,0,Altın Müşteri
15301,50,12,4925.45,3,5,5,13,355,Sadık Müşteriler,1,Platin Müşteri
15303,290,1,572.12,1,1,3,5,113,Pasif Müşteriler,2,Gümüş Müşteri
15304,60,8,694.4,3,5,3,11,353,Sadık Müşteriler,1,Platin Müşteri
15306,64,3,1174.35,3,3,4,10,334,Sadık Müşteriler,0,Altın Müşteri
15307,95,1,205.3,2,1,1,4,211,Pasif Müşteriler,0,Altın Müşteri
15308,274,1,310.47,1,1,2,4,112,Kayıp Müşteriler,2,Gümüş Müşteri
15311,0,91,59179.89,5,5,5,15,555,Şampiyonlar,1,Platin Müşteri
15312,75,4,924.85,2,4,4,10,244,Risk Altındakiler,0,Altın Müşteri
15313,110,1,52.0,2,1,1,4,211,Pasif Müşteriler,0,Altın Müşteri
15314,199,1,327.97,1,1,2,4,112,Kayıp Müşteriler,2,Gümüş Müşteri
15315,64,2,570.5,3,3,3,9,333,Sadık Müşteriler,0,Altın Müşteri
15316,326,1,165.0,1,1,1,3,111,Kayıp Müşteriler,2,Gümüş Müşteri
15318,3,1,312.62,5,1,2,8,512,Yeni Müşteriler,0,Altın Müşteri
15319,283,1,204.5,1,1,1,3,111,Kayıp Müşteriler,2,Gümüş Müşteri
15320,44,1,232.33,3,1,2,6,312,Pasif Müşteriler,0,Altın Müşteri
15321,70,3,2748.31,3,3,5,11,335,Sadık Müşteriler,1,Platin Müşteri
15322,85,1,679.68,2,1,3,6,213,Pasif Müşteriler,0,Altın Müşteri
15325,103,1,160.09,2,1,1,4,211,Pasif Müşteriler,0,Altın Müşteri
15326,333,1,311.71,1,1,2,4,112,Kayıp Müşteriler,2,Gümüş Müşteri
15327,52,1,208.75,3,1,1,5,311,Pasif Müşteriler,0,Altın Müşteri
15329,39,3,1049.7,3,3,4,10,334,Sadık Müşteriler,0,Altın Müşteri
15330,32,2,506.16,4,3,3,10,433,Sadık Müşteriler,0,Altın Müşteri
15332,366,4,1661.06,1,4,4,9,144,Risk Altındakiler,2,Gümüş Müşteri
15333,208,1,1028.56,1,1,4,6,114,Pasif Müşteriler,2,Gümüş Müşteri
15334,156,3,347.72,2,3,2,7,232,Pasif Müşteriler,0,Altın Müşteri
15335,53,1,167.72,3,1,1,5,311,Pasif Müşteriler,0,Altın Müşteri
15339,66,2,561.62,3,3,3,9,333,Sadık Müşteriler,0,Altın Müşteri
15341,80,1,2020.52,2,1,5,8,215,Pasif Müşteriler,0,Altın Müşteri
15342,129,1,406.09,2,1,2,5,212,Pasif Müşteriler,0,Altın Müşteri
15343,87,1,364.5,2,1,2,5,212,Pasif Müşteriler,0,Altın Müşteri
15344,0,3,563.94,5,3,3,11,533,Sadık Müşteriler,0,Altın Müşteri
15345,45,1,388.59,3,1,2,6,312,Pasif Müşteriler,0,Altın Müşteri
15346,332,1,252.42,1,1,2,4,112,Kayıp Müşteriler,2,Gümüş Müşteri
15347,366,1,201.6,1,1,1,3,111,Kayıp Müşteriler,2,Gümüş Müşteri
15348,72,1,158.04,2,1,1,4,211,Pasif Müşteriler,0,Altın Müşteri
15349,158,2,461.36,2,3,2,7,232,Pasif Müşteriler,0,Altın Müşteri
15350,373,1,115.65,1,1,1,3,111,Kayıp Müşteriler,2,Gümüş Müşteri
15351,12,7,1872.78,5,5,4,14,554,Şampiyonlar,1,Platin Müşteri
15353,254,2,767.62,1,3,3,7,133,Risk Altındakiler,2,Gümüş Müşteri
15355,29,2,277.05,4,3,2,9,432,Potansiyel Sadıklar,0,Altın Müşteri
15356,31,10,2667.42,4,5,5,14,455,Şampiyonlar,1,Platin Müşteri
15358,4,22,8270.64,5,5,5,15,555,Şampiyonlar,1,Platin Müşteri
15360,39,1,427.93,3,1,2,6,312,Pasif Müşteriler,0,Altın Müşteri
15361,361,1,342.6,1,1,2,4,112,Kayıp Müşteriler,2,Gümüş Müşteri
15363,372,1,326.0,1,1,2,4,112,Kayıp Müşteriler,2,Gümüş Müşteri
15364,95,2,913.19,2,3,4,9,234,Risk Altındakiler,0,Altın Müşteri
15365,25,7,2314.32,4,5,5,14,455,Şampiyonlar,1,Platin Müşteri
15366,75,2,602.51,2,3,3,8,233,Risk Altındakiler,0,Altın Müşteri
15367,57,4,1877.59,3,4,4,11,344,Sadık Müşteriler,1,Platin Müşteri
15368,21,1,382.5,4,1,2,7,412,Yeni Müşteriler,0,Altın Müşteri
15370,40,7,2123.25,3,5,5,13,355,Sadık Müşteriler,1,Platin Müşteri
15372,137,1,1861.72,2,1,4,7,214,Pasif Müşteriler,0,Altın Müşteri
15373,8,12,2368.06,5,5,5,15,555,Şampiyonlar,1,Platin Müşteri
15374,128,1,168.0,2,1,1,4,211,Pasif Müşteriler,0,Altın Müşteri
15376,40,3,1196.91,3,3,4,10,334,Sadık Müşteriler,0,Altın Müşteri
15379,169,7,3703.29,2,5,5,12,255,Risk Altındakiler,1,Platin Müşteri
15380,8,5,1690.26,5,4,4,13,544,Şampiyonlar,1,Platin Müşteri
15381,213,2,417.3,1,3,2,6,132,Pasif Müşteriler,2,Gümüş Müşteri
15382,14,6,5940.95,4,5,5,14,455,Şampiyonlar,1,Platin Müşteri
15384,169,2,642.41,2,3,3,8,233,Risk Altındakiler,0,Altın Müşteri
15385,40,1,316.88,3,1,2,6,312,Pasif Müşteriler,0,Altın Müşteri
15386,186,1,394.14,1,1,2,4,112,Kayıp Müşteriler,2,Gümüş Müşteri
15388,270,1,140.54,1,1,1,3,111,Kayıp Müşteriler,2,Gümüş Müşteri
15389,172,1,150.0,2,1,1,4,211,Pasif Müşteriler,2,Gümüş Müşteri
15392,4,4,1533.58,5,4,4,13,544,Şampiyonlar,1,Platin Müşteri
15393,16,2,231.86,4,3,1,8,431,Pasif Müşteriler,0,Altın Müşteri
15394,9,4,2183.54,5,4,5,14,545,Şampiyonlar,1,Platin Müşteri
15395,325,1,107.45,1,1,1,3,111,Kayıp Müşteriler,2,Gümüş Müşteri
15396,112,1,288.18,2,1,2,5,212,Pasif Müşteriler,0,Altın Müşteri
15397,289,1,94.0,1,1,1,3,111,Kayıp Müşteriler,2,Gümüş Müşteri
15398,16,2,1345.53,4,3,4,11,434,Sadık Müşteriler,0,Altın Müşteri
15399,1,3,815.77,5,3,3,11,533,Sadık Müşteriler,0,Altın Müşteri
15400,92,5,716.2,2,4,3,9,243,Risk Altındakiler,0,Altın Müşteri
15402,148,2,586.45,2,3,3,8,233,Risk Altındakiler,0,Altın Müşteri
15405,189,1,349.1,1,1,2,4,112,Kayıp Müşteriler,2,Gümüş Müşteri
15406,31,2,501.86,4,3,3,10,433,Sadık Müşteriler,0,Altın Müşteri
15407,33,4,862.63,3,4,3,10,343,Sadık Müşteriler,0,Altın Müşteri
15408,264,1,264.28,1,1,2,4,112,Kayıp Müşteriler,2,Gümüş Müşteri
15410,84,8,3450.84,2,5,5,12,255,Risk Altındakiler,1,Platin Müşteri
15411,26,4,1342.43,4,4,4,12,444,Şampiyonlar,1,Platin Müşteri
15412,171,1,190.53,2,1,1,4,211,Pasif Müşteriler,2,Gümüş Müşteri
15414,9,3,774.9,5,3,3,11,533,Sadık Müşteriler,0,Altın Müşteri
15415,313,1,554.57,1,1,3,5,113,Pasif Müşteriler,2,Gümüş Müşteri
15416,64,4,3982.42,3,4,5,12,345,Sadık Müşteriler,1,Platin Müşteri
15417,85,1,508.8,2,1,3,6,213,Pasif Müşteriler,0,Altın Müşteri
15419,24,1,135.86,4,1,1,6,411,Yeni Müşteriler,0,Altın Müşteri
15421,58,4,950.36,3,4,4,11,344,Sadık Müşteriler,0,Altın Müşteri
15422,323,2,97.7,1,3,1,5,131,Pasif Müşteriler,2,Gümüş Müşteri
15423,38,1,43.5,3,1,1,5,311,Pasif Müşteriler,0,Altın Müşteri
15424,254,2,348.06,1,3,2,6,132,Pasif Müşteriler,2,Gümüş Müşteri
15426,19,5,1330.94,4,4,4,12,444,Şampiyonlar,1,Platin Müşteri
15427,33,3,1366.1,3,3,4,10,334,Sadık Müşteriler,0,Altın Müşteri
15428,15,1,93.78,4,1,1,6,411,Yeni Müşteriler,0,Altın Müşteri
15429,26,2,386.1,4,3,2,9,432,Potansiyel Sadıklar,0,Altın Müşteri
15432,23,1,171.19,4,1,1,6,411,Yeni Müşteriler,0,Altın Müşteri
15433,213,2,533.3,1,3,3,7,133,Risk Altındakiler,2,Gümüş Müşteri
15434,8,5,1041.48,5,4,4,13,544,Şampiyonlar,1,Platin Müşteri
15435,22,1,149.29,4,1,1,6,411,Yeni Müşteriler,0,Altın Müşteri
15436,12,3,1013.52,5,3,4,12,534,Sadık Müşteriler,0,Altın Müşteri
15437,262,1,198.86,1,1,1,3,111,Kayıp Müşteriler,2,Gümüş Müşteri
15438,131,1,156.58,2,1,1,4,211,Pasif Müşteriler,0,Altın Müşteri
15440,54,3,381.44,3,3,2,8,332,Potansiyel Sadıklar,0,Altın Müşteri
15442,248,1,594.0,1,1,3,5,113,Pasif Müşteriler,2,Gümüş Müşteri
15443,1,7,3063.71,5,5,5,15,555,Şampiyonlar,1,Platin Müşteri
15444,9,2,1398.46,5,3,4,12,534,Sadık Müşteriler,0,Altın Müşteri
15445,264,1,113.5,1,1,1,3,111,Kayıp Müşteriler,2,Gümüş Müşteri
15447,330,1,155.17,1,1,1,3,111,Kayıp Müşteriler,2,Gümüş Müşteri
15448,312,1,494.64,1,1,3,5,113,Pasif Müşteriler,2,Gümüş Müşteri
15449,26,3,974.52,4,3,4,11,434,Sadık Müşteriler,0,Altın Müşteri
15450,30,1,429.84,4,1,2,7,412,Yeni Müşteriler,0,Altın Müşteri
15452,29,3,512.78,4,3,3,10,433,Sadık Müşteriler,0,Altın Müşteri
15453,1,7,1306.47,5,5,4,14,554,Şampiyonlar,1,Platin Müşteri
15454,362,1,161.6,1,1,1,3,111,Kayıp Müşteriler,2,Gümüş Müşteri
15456,283,3,429.55,1,3,2,6,132,Pasif Müşteriler,2,Gümüş Müşteri
15457,262,1,228.67,1,1,1,3,111,Kayıp Müşteriler,2,Gümüş Müşteri
15458,25,1,161.64,4,1,1,6,411,Yeni Müşteriler,0,Altın Müşteri
